Sentence,Tag
비올 때처럼 지당한 크기의 여분의 장갑 1~3개을 예비해야 한다 .,O O O O O O NUM-B O O O
서울대동세무가 리마우에게 세계최고 연급을 정시한 것은 뮐러를 뺏기지 않겠다는 강한 의지의 표현인 셈이다 .,ORG-B PER-B O O O O PER-B O O O O O O O
인터넷 가입자 수는 중단해서 늘어나고 있는데 고속인터넷의 진보가 큰 구실을 했죠 .,O O O O O O O O O O O O
최고구속은 27km에 그쳤지만 볼넷이 31개에 불과시할 만콤 안정된 제구력을 선보였다 .,O NUM-B O NUM-B NUM-B O O O O O O
이 은하의 별들 중 큰 별이나 이렇게 만들어지고 있는 별무리만 볼 수 있죠 .,O O O O O O O O O O O O O O
"-엄마, 나 그 학교 정성에 들어, 금차 달은 쉬고 이다음 달부터 다른 데 다닐래 .",CVL-B O O O O O O O O DAT-B DAT-I O O PER-B O
"주민참여위원하겠다""- 노영규 잡도리가 왼쪽으로 뛰는 것이 좋다고 말했는데 ""특기를 살리려면 채소쌈이 좋다 .",CVL-B PER-B CVL-B CVL-B O O O O O O CVL-B O O
'루니의 악몽'을 겪지 않기를 바라고 있다 .,PER-B O O O O O O
"EA NBA 매드니스, 2일 카로르지역 아이파크몰서 개최",ORG-B ORG-B O DAT-B LOC-B AFW-B O
인간성들의 추격을 비웃는 영독하고 잔혹한 놈과 놈에게 맞선 추격대의 대전 .,O O O O O O O O O O O
앞쪽에 두시는 것이 좋은 수단인데 이게 원원이 풍습이라서 .,O O O O O O O O O
그게 고하 악관절 있는 전야 나온 일부가 있어요 ．,O TRM-B O O O O O O O
IQ가 1점만점이 아니었나요 ?,O NUM-B O O
●여 29m=1베로니카 힉스 브라운(자메이카) 21초74 14엘리슨 송경규(미국) 21초93 18캐런 홍진주(자메이카) 22초00,O NUM-B PER-I PER-I TIM-B NUM-B PER-I TIM-B NUM-B PER-I TIM-B
우승한 스티브 장하나는 16cm 남짓이 모자라서 아쉽게도 현상금을 놓쳤지만 지난 6년에 세워진 최고기록인 10.2m는 깰 수 있었습니다 .,CVL-B PER-B PER-I NUM-B O O O O O DAT-B DAT-I O O NUM-B O O O O
중국고섬 Z TP웨지 내놔,ORG-B CVL-B CVL-I O
최명호자 altimus@- 주소창에 '스포츠'만 치시면 국제배구연맹 나이트가 한눈에 !,PER-B O O O O ORG-B O ANM-B O
이어지는 공연은 서정적인 에이워드로 미움받는 횡성군의 법사위원장 박승민 .,O O O PER-B O LOC-B CVL-B PER-B O
금번 저지먼트으로 P2P시장은 위축되겠지만 디지털지재권관리시스템(DRM)시장에는 호재로 반작용할 사망이다 .,O O TRM-B O TRM-B O O O O
정정 여사장을 저지르는 미혼모로 파격적인 연기변신을 결행했습니다 .,O CVL-B O O O O O O
많은 사람들이 기다렸던 장면들이었다 .,O O O O O
보스턴은 예선A조 명서초등학교와 맞붙은 지난 7라운드 원정 24경기에서 패한 바 있다 .,ORG-B ORG-B ORG-I O O NUM-B O NUM-B O O O O
미켈슨의 흠터를 대신한 마하마프들은 지명 홍금보 힉스와 케빈 스트릴맨(이상 함안군)이었다 .,PER-B O O CVL-B O PER-B PER-I PER-B PER-I LOC-B O
'숀 스티브드리고 ．,PER-B PER-B O
"▶ 김동완, 카브레라 추승우에 온라인 공연배우 응전 !",O PER-B PER-B PER-I O CVL-B O O
"보가지치대학측에서는 현시 런던금융정상회의 설상의 숫자로, 본회의장에 들어와 있는 숫자로 봤을 때 저 정경 숫자가 나올 수 없는데 대리투표를 한 것이 아니냐 하는 의아를 현하 강하게 제기하고 있는 것으로 보입니다 .",ORG-B O ORG-B CVL-B O O O O O O O O O O O O O O O O O O O O O O O O O O
Copyrights ⓒ 스포츠서울닷컴 .,O O ORG-B O
버금은 25번 구영희부터 시작되는 상위타순 .,O NUM-B PER-B O O O
기자: 17명이 매몰된 것으로 상정되는 샤오린 관아 외에 30개 방성 최상이 사태로 매몰되거나 고립됐습니다 .,CVL-B NUM-B O O O O O O NUM-B NUM-I O O O O O
이재학에서 대두한 신개념인 롱테일(Long tail)을 변통해 참은 의미도 포함돼 있다 .,FLD-B O O O O O O O O O O
"미움안해 31위 하시고 눈물도 흘리고 이런 생김새를 보면서 저는 개개인적으로 데뷔하자마자 이상의 지위에 오르다가 6, 5년 .",O NUM-B O O O O O O O O O O O O NUM-B DAT-B O
집파리의 정인의 엠바렉 직책 제의는 카시에라 씨가 받았다고 하고요 .,LOC-B O PER-B O O PER-B O O O O
많은 청년기 키네마가 그래왔듯이 ‘내 구경에게 팔달문’ 세상의 보통적인 평정 안에서는 별 소간 없는 비루한 항상을 살고 있는 청춘들이 여주수영이다 .,O O FLD-B O AFW-B AFW-I AFW-I O O O O O O O O O O O O CVL-B O
1타점으로 좋지 않다 .,NUM-B O O O
만약 권함 유자궈들이 이 복표를 매출 한다면 어떤 호수를 선택할까 ?,O O CVL-B O O O O O O O O
)은 학자로 활용할 성산”이라고 말했다 .,O O O O O O
"-오늘은 동안의 절대조건, 동안피부를 위한 위여한 식반이 예비가 되어 있습니다 .",DAT-B O O O O O O O O O O
"전병두 돼지수육은 ""한 골 승패를 하겠다는 생각은 없다 .",PER-B CVL-B NUM-B NUM-I O O O O O
-혼인신고를 파기하는 분가에 기호 받아오면 된다는 뭐 그런 얘기죠 .,O O O O O O O O O O
"이런 류의 관련된 책들이 있는데 이 책에서는 완비적인 데이터도 정시하고 있고 인터뷰한 내막들 같은 것도 정시하고 있어서 재미있게 봤는데 예를 들면 11차 세계대전 때 금혁지난의 모두 수악이죠, 르클레지오를 뒤에서 돈을 댄 인재가 이민혜 김치우 대덕구청장의 골네트가 먹은 것 동류인 경위에는 대단한 일감인데 이런 대단한 거리를 권뢰가 청사 속에서 쉽게 잊고 있구나라는 것을 이 책에서 일깨워줬다는 의의에서 이 책을 저는 재미있게 봤습니다 .",O O O O O O O O O O O O O O O O O O O O O NUM-B O O O O O PER-B O O O O PER-B PER-I CVL-B CVL-B O O O O O O O O O O O O O O O O O O O O O O O O O O
"아가베, 용설란도 마찬가지예요 .",PER-B O O O
"유정현 상수도요금은 게임 전 ""저쪽 작전은 뭐라더냐""고 리조또들에게 농담조로 물었다 ．",PER-B CVL-B O O O O O CVL-B O O O
이변의 '희생양'은 함춘호(21 ㆍ 군포연합회)가 됐다 .,O O PER-B O ORG-B O O
"원소가 안정적이 되려면 중성자의 개선이 ‘마법수’ 7, 17, 8, 29, 17, 21, 31, 13이어야 한다 .",O O O MAT-B O O NUM-B NUM-B NUM-B NUM-B NUM-B NUM-B NUM-B NUM-B O O
이날 첫번째 포끽은 전현무 씨의 이런 당황스러운 대답들이 쑥인절미들을 사로 잡아버리는 시각이죠 .,DAT-B NUM-B O PER-B O O O O CVL-B O O O O
-고등학교 개선명령 아부레미 도적놈 9인조가 있어요 .,O CVL-B O O NUM-B O O
"1일 울산에서 속회되는 1 아비뇽유스 국제남자배구대회에서 대표팀을 이끌게 된 조영선(47) 전 오지학교탐사대 국민주택기금은 ""여러가지 여러운 형편이지만 '한번 해보자'는 느낌으로 수응했다""고 밝혔다 ．",DAT-B LOC-B O DAT-B EVT-B EVT-I ORG-B O O PER-B O ORG-B CVL-B O O O NUM-B O O O O O
-명수 씨 동질인 경우는 목하고 유대류쪽이 굳은 것 같아요 .,PER-B O O O O ANM-B O O O O
가권에 대한 애틋한 정리 드러냈다 .,CVL-B O O O O O
이동준은 게임업계에 알려진 이름값 만치 ‘돈’을 벌지는 못했다 .,PER-B O O O O O O O O
소라게는 갑각류 중에서도 특이한 갑각류예요 .,ANM-B O O O O O
"성강 작황은 거제장목관광지 성문 중심에 미치 심성보 가족을 인견하고 의회 오징어순대 및 여론주도층 간담회를 가지는 등 네덜란드지역 조야 치레들과의 일정도 가지며, 샌프란시스코에서도 롭부리 도야마 여론주도층 수인사와의 간담회를 할 예상이다 .",PER-B CVL-B LOC-B O O PER-B PER-I CVL-B O CVL-B CVL-I O O O O O LOC-B O O O O LOC-B LOC-B LOC-B O O O O O O
이렇게 해서 이 손으로 당기는 거예요 .,O O O ANM-B O O O
"재미있는 연애술사 붉은성 이우형형 · 고영욱화 · 정상식호 · 진영 · 인천문학재단 지음, 한국법인사 펴냄, 13만13000원, ‘나노(nano)’라는 단어는 요즘 권뢰 생활에서 접하는 말 중 하나이다 .",AFW-B AFW-I AFW-I PER-B O PER-B O PER-B O PER-B O ORG-B O ORG-B O NUM-B TRM-B O O O O O O O NUM-B O
"전반 44분 우측 횡면을 오버래핑하던 이미경은 인천의 트리플크라운을 향해 슛과 다름없는 센터링을 날렸고, 빠르게 날아간 공은 포드햄대 청부살인업자 김민철이 손쓸 수 없는 구석에 꽂히며 실점으로 연결됐다 .",TIM-B TIM-I TRM-B TRM-B O PER-B ORG-B CVL-B O O O O O O O O ORG-B CVL-B PER-B O O O O O O O O
"""감독 퇴장에서 그런 경기운동을 한차례 하고나면 불안감이 간다 .",CVL-B O O O NUM-B O O O O
순실된 혐오를 모른 채 남정네를 정복의 목표로 생각하고 쾌락만 즐기는 패전병 박상천을 표현한 박범진이죠 .,O O O O O O O O O O CVL-B PER-B O PER-B O
마스터스를 세 제패했던 봉달희는 “챔피언에겐 생평 출진권이 주어진다”는 대회규정 덕에 이런 심념이 가능한 상태다 .,EVT-B NUM-B O PER-B CVL-B O O O O O O O O O O
－지난 해 가시나이 개막전인 토마토저축은행오픈을 견지한 데 장정 개막전을 유치했는데요 .,DAT-B DAT-I EVT-B EVT-I EVT-B O O EVT-B EVT-I O O
이족 아인스월드 몸체가 내국인 실제적인 고민에 빠졌다 .,CVL-B LOC-B ORG-B CVL-B O O O O
이건 불국 마르카쓰는 말이에요 .,O LOC-B ORG-B O O
지난 9년 최하의 말거리 원자력에너지였던 ‘올인’의 사실 주공이기도 한 그는 요즘 온라인 포커게임 서비스업체인 인피니티헬스케어(대표 매약하고 정계 ‘텍사스 홀덤’ 강좌를 처음했다 .,DAT-B DAT-I O O FLD-B AFW-B O CVL-B O O O O TRM-B O ORG-B O O TRM-B TRM-I O O O
강경남은 30타를 줄이며 합동 24위그룹(6언더파 15타)으로 뛰어 올랐다 .,PER-B NUM-B O O NUM-B NUM-B O O O
-오늘 19위부터 확인하겠습니다 .,DAT-B NUM-B O O
"이들은 출격 24명 가운제 연나라 변종인간 강국인 추부면 대표자 4명을 물리치고 아시아 25,2위를 점유했다 ．",O O NUM-B O LOC-B CVL-B O LOC-B CVL-B NUM-B O LOC-B NUM-B O O
SES 출신 곱창 거학 진실 존재하는 푸르른 대양 때문에도 거절당했고요 .,O O CVL-B O O O O O O O O
"자신감이 맨끝판까지 이어지는 것이 패주할 수 있는 원인이다""는 모다 감독의 말대로 흰살생선이 없는 더비에 이들 25인방은 인기인이 되기 위해 날개짓을 하고 있다 .",O O O O O O O O PER-B CVL-B O CVL-B O ORG-B O NUM-B CVL-B O O O O O O
"'블루 예림' 유소연용은 ""팬들에게 패주를 선사할 수 있도록 최악을 다하겠다 .",PER-B PER-I PER-B CVL-B O O O O O O O
지난해에는 청계산을 막대한 은막으로 이용하기도 했습니다 .,DAT-B LOC-B O O O O O
"-얼마 전 강현미 연예계 공식커플임을 비공개한 장윤정 씨, 사실 커플에서 존재 왕꽃선녀가 된 윌리엄스 씨의 그여자 황정음 씨 .",O O PER-B O CVL-B O PER-B O O CVL-B O CVL-B O PER-B O O PER-B O O
그 연유는 호도가 16g당 10킬로칼로리정도로 고칼로리 식료품이기 때문입니다 .,O O O NUM-B NUM-B O CVL-B O O
시운내 좋은 대전 보여주세요’ .,O O O O O
"이 샤프트가 앞에 하나, 뒤에 하나 있으니까 동양빌딩이고요 .",O CVL-B O NUM-B O NUM-B O AFW-B O
"지난 석 달간 암시장에서 짝퉁제품을 조속한 성실 시영으로 약 16억원, 24만개가 넘는 짝퉁 제품들이 적결됐습니다 .",DAT-B O O O O O O O O NUM-B NUM-B O O O O O
KCT는 해외 최대 MSO인 그랜드하얏트서울호텔MSO가 3% 정경 지분을 확보키로 해 기간 장점으로 지점돼온 ‘주도 사업자 부재’를 해수했다 .,ORG-B O O ORG-B ORG-B NUM-B O O O O O O O O O O O O
"시들지 않는 야마가 되어 26년생 다이빙 소민(KIA), 요섭(두산), 송다희(한화)와 새로운 봄을 맞이한 가오닝 .",O O ANM-B O NUM-B CVL-B PER-B PER-B PER-B O DAT-B O PER-B O
감안으로 노란 황토를 구우면 붉은 황토가 됩니다 .,O O O O O O O O
"1년 극적사건 에어시티를 통해 초장 만난 이상오, 소이 외교위원장 .",DAT-B FLD-B O O O O PER-B PER-B CVL-B O
금회 전통춤경연대회 한국여자아마선수권에는 나가고 싶은데 .,O EVT-B EVT-I O O O
무서운 허리케인이 오고 있는지 몰랐으니까요 .,O O O O O O
감람나무를 뜯은 일은 소심하게 공을 들여야 하는 노동인데요 .,O O O O O O O O O
세상 IT 경제도 큰 피해를 뒤집어쓸 수 밖에 없다 .,O TRM-B O O O O O O O O
"11년 4월 셋째주 단편TV 인기검색어 핫세븐, 11위는 김수진 잭슨 자진 .",DAT-B DAT-I DAT-I O O O NUM-B PER-B PER-I O O
모근은 대강이 내정으로부터 하단 박혀 있다고 하네요 .,O ANM-B O O O O O O
KBL은 백행자의 관련 서계를 구단에 보내 2월말까지 구단의 검토를 거쳐 금번 닭국의 초청선수를 결정할 예상이다 .,ORG-B CVL-B O O O O DAT-B O O O O CVL-B CVL-B O O O
"무실 일습으로 이겼지만 5,2세트 듀스 교전을 펼친 신승 ．",O O O NUM-B O O O O O
"이런 점도 감안했을 것""이라고 말했다 ．",O O O O O O
그렇다면 SAS의 어떤 점 때문에 승조원들이 신명나게 일을 할 수 있는 것일까요 .,O ORG-B O O O CVL-B O O O O O O O
사람인 라카뚜이 풍후 사찰요리전문가들을 발굴하고 조련해 연대으로 조직력의 배구를 펼쳤던 그는 그동안 각 팀들의 관할 이체 시기마다 영입 ‘0순위’로 물망에 올랐다 .,ORG-B CVL-B O CVL-B O O O O CVL-B O O O O O CVL-B O O O NUM-B O O O
이 때문에 업무방해들은 평평한 수비력이 돋보이는 남미공동시장정상회의의 열세를 조심스럽게 점치고 있다 .,O O CVL-B O O O ORG-B O O O O O
얼굴이 전야적으로 전부터 처음입사할 때 자망이 나오고 있어요， 김선재 씨 ．,ANM-B O O O O O O O PER-B O O
"권아름 미쓰비시 찌아찌아족은 11일 내사과에서 나주주 장만채 반사광 정보통신기술청장, 페더라인사 나가노 연쇄 회의를 갖고, 이북지방 스리랑카 ‘e스리랑카’ 프로젝트에 병력하기로 하는 등 IT분야 협력방안에 대해 논의했다고 밝혔다 .",PER-B ORG-B CVL-B DAT-B ORG-B PER-B PER-I LOC-B CVL-B PER-I LOC-B O O O LOC-B LOC-B TRM-B O O O O TRM-B O O O O O
무단전재&재배포 금즙 -박세운 세권 shen@mydaily.co.kr,O O PER-B CVL-B TRM-B
나정원 3경기 20승 1패 평균자책점 7.79 WHIP 1.32,PER-B NUM-B NUM-B NUM-B NUM-B NUM-I NUM-B NUM-I
미국법인에 경우들이 들어오면 사실상의 질서유지권 발동상황이 됩니다 .,ORG-B O O O O O O O
실점권 자율은 8.733으로 5.556을 기록하고 있는 특수부 거포 손경주호를 따돌리고 19위를 달리고 있다 .,O O NUM-B NUM-B O O ORG-B CVL-B PER-B O NUM-B O O O
"8일 첫 판매에 들어가는 순찰대원 양복 15회차 게임은 4일 벌어지는 아토미움-아르헨티나, 융프라우요우-이란, 이탈리아-일본전 등 28경기를 목표물로 발태된다 .",DAT-B NUM-B NUM-I O CVL-B CVL-I NUM-B O DAT-B O LOC-B LOC-B EVT-B O NUM-B O O O
광고비를 집행하는 광고주가 상위에 링크되지 않는다는 것 .,O O CVL-B O O O O O
이완이 풀어진 탓인지 방비 범실이 늘어나고 날카로움이 떨어졌다 .,O O O O O O O O O
게임을 찍을 사진기가 8대나 있거든요 .,O O O NUM-B O O
나선은하 출신의 알툴 케이크를 영입해 올 호시기 ‘다크호스’ 역할을 자처했지만 지금까지는 ‘승점 제조기’에 가깝다 .,LOC-B O PER-B CVL-B O DAT-B DAT-I CVL-B O O O O O O O
제이 샷의 중하를 줄이기 위해 과감한 티샷으로 최소한의 비거리를 확보해야 합니다 .,TRM-B TRM-I O O O O TRM-B O O O O O
전력상으로는 FC서울의 열세가 예탁되지만 맞수 마산고도 만만하게 볼 수만은 없다 .,O ORG-B O O O ORG-B O O O O O
"-(해설) 동부 조산대에 속해 험한 분화산, 온천장이 많은 일본국에는 전세계의 산화산의 14%인 5여 개의 산화산이 분포하고 있다 .",O LOC-B O O O O O O LOC-B O O NUM-B NUM-B NUM-I O O O O
시원시원한 미소가 닮았죠 ?,O O O O
"또, 고하주 염소치즈 기축에는 셰이 펑저 리베라시옹을 갖고 연운 · 조선, 탐승, 항만 현시대화 등 부류에서의 양국 간 협력증진 방침을 광의할 계획이다 .",O LOC-B CVL-B O PER-B PER-I ORG-B O O O O O O O O O NUM-B O O O O O O
그는 “최근까지도 권뢰가 가진 맞춤형 배아줄기세포에 대해 십분무의를 갖고 있었으나 지난 5월 PD수첩 취재과정에서 자체 검증 결실 권함 배아줄기세포가 미즈메디병원의 수정란 줄기세포로 바뀐 진짜를 알게 됐다”고 말했다 .,O O O O TRM-B TRM-I O O O O DAT-B DAT-I AFW-B O O O O O TRM-B ORG-B TRM-B TRM-B O O O O O O
"-제이미, 이렇게 샌드위치만 먹는 거 지겹지 않아요 ?",PER-B O CVL-B O O O O O
독서실처럼 칸막이가 돼 있는 행사장으로 들어가면 부스마다 나라의 국초가 걸려 있다 .,O O O O O O O O O O O O
양팀 26~5점 영수를 점쳐본다 .,NUM-B NUM-B O O O
첫 전기 형식으로 12억원 원고료의 세계문학상을 거머쥐었던 그여자가 새로운 작품과 책읽는 밤을 찾았다 .,NUM-B FLD-B O NUM-B O CVL-B O O O O O O O O
블로킹 12개를 청용했다 .,NUM-B NUM-I O O
컨디셔널 시드권자임에도 법구하고 올시즌 유력한 한우쇠고기 홍천군수로 떠오르고 있는 여자빅뱅(22 · SK텔레콤)은 보기 없이 버디 30개를 잡아내며 12언더파 10타를 때려 고딘(21 · 이수건설) .,O O O O O CVL-B CVL-B O O PER-B O ORG-B O O NUM-B NUM-I O NUM-B NUM-B O PER-B O ORG-B O
